Ticker,grossMargins,netProfitMargin,returnOnEquity,returnOnAssets,returnOnCapitalEmployed,Score
AWK,0.6758300927836645,0.0,-0.07792195573710273,-0.603273090655144,0.0,-0.005364953608582246
AMP,0.6364469030893175,0.0,-0.005376737484138906,-0.8221170164230149,0.0,-0.19104685081783634
AME,-0.3509273689424541,0.0,-0.07066463185625389,0.23630866986599047,0.0,-0.18528333093271748
AMGN,0.9752027850771956,0.0,-0.0014550816505849759,-0.29244055802489094,0.0,0.6813071454017197
APH,-0.4670563138267331,0.0,-0.05887285112052519,0.7212889308515785,0.0,0.19535976590432025
ADI,0.8021486640958811,0.0,-0.08035365264262131,-0.4040880058034744,0.0,0.31770700564978543
ANSS,2.0519630104113444,0.0,-0.07948257885131581,-0.2937387845931557,0.0,1.678741646966873
AON,0.17214669922155504,0.0,21.368186463764612,0.06846642795271767,0.0,21.608799590938887
APA,1.1774928191522642,0.0,0.05830545722791922,1.376893347825292,0.0,2.6126916242054756
AAPL,0.07626832391066785,0.0,0.08952035608222655,2.87875584090838,0.0,3.0445445209012747
AMAT,0.1446298451600588,0.0,-0.034814156053603836,1.691064177345369,0.0,1.800879866451824
APTV,-1.1202755289208484,0.0,-0.05423849489377532,-0.21695795612721022,0.0,-1.3914719799418338
ACGL,-0.23694841945539727,0.0,-0.0544809336133135,-0.40742633978548576,0.0,-0.6988556928541965
ADM,-1.5512118938842074,0.0,-0.07480801921881337,-0.4990440433173145,0.0,-2.1250639564203353
ANET,0.8226141644173975,0.0,-0.04760127808953419,1.9019330787582955,0.0,2.676945965086159
AJG,-0.01182791591871691,0.0,-0.0773213412208599,-0.6820939894426484,0.0,-0.7712432465822252
AIZ,-1.3880468230435463,0.0,-0.06985690766784922,-0.8336155945990744,0.0,-2.29151932531047
T,0.6671883202991614,0.0,-0.0739917682535341,-0.462693662313713,0.0,0.13050288973191426
ATO,0.5477487367798886,0.0,-0.07871140443188031,-0.5582060826425237,0.0,-0.08916875029451543
ADSK,2.0536400205794973,0.0,-0.01628769449352458,0.13634513137913348,0.0,2.173697457465106
ADP,0.17507025613513152,0.0,0.018461439465659615,-0.29559339397639117,0.0,-0.10206169837560003
AZO,0.39245170492838144,0.0,-0.08987211352579606,1.4240004261594714,0.0,1.726580017562057
AVB,0.8872782662736176,0.0,-0.07970308844044349,-0.6924797834426729,0.0,0.1150953943905012
AVY,-0.6791924032938801,0.0,-0.05807609027904074,0.2691351632187881,0.0,-0.4681333303541327
AXON,0.7028307948885221,0.0,-0.07002990535937254,-0.666515289169565,0.0,-0.03371439964041556
BKR,-0.9982993842199189,0.0,-0.07502730930463325,-0.31784870657521597,0.0,-1.3911754000997683
BALL,-1.0461526253729618,0.0,-0.07532091672610024,-0.426528853524998,0.0,-1.54800239562406
BAC,-1.8836902846117,0.0,-0.07924379498684606,-1.0715619599220825,0.0,-3.0344960395206284
BK,-1.8836902846117,0.0,-0.07991507003441156,-1.0713764989837589,0.0,-3.0349818536298705
BBWI,-0.01088216043432106,0.0,-0.08987211352579606,1.5037486296385936,0.0,1.4029943556784765
BAX,-0.22276015242577468,0.0,-0.09038744809044254,-0.5591333873341414,0.0,-0.8722809878503586
BDX,0.03206963638646718,0.0,-0.0833274863832881,-0.621448262610851,0.0,-0.6727061126076719
BRK.B,-1.8836902846117,0.0,-0.08987211352579606,-1.2151087261845022,0.0,-3.1886711243219983
BBY,-0.9335063411127238,0.0,-0.038165660587910176,0.08608521709345408,0.0,-0.8855867846071799
BIO,0.41833454357029937,0.0,-0.09404717629894849,-0.9013088185410726,0.0,-0.5770214512697217
TECH,0.9972590481012238,0.0,-0.07720316757364783,-0.08212777978162128,0.0,0.8379281007459547
BIIB,1.3618543010402104,0.0,-0.08006491909221655,-0.3135831049937745,0.0,0.9682062769542195
BLK,0.22292354028292302,0.0,-0.07138951266310783,-0.5893635202808785,0.0,-0.4378294926610633
BX,1.9851921658749687,0.0,-0.0647827517661518,0.5430608763921874,0.0,2.463470290501004
BA,-1.3898955972322546,0.0,-0.08987211352579606,-1.1440771905158054,0.0,-2.623844901273856
BKNG,1.7558581769779757,0.0,-0.08987211352579606,1.538244364166772,0.0,3.2042304276189517
BWA,-1.0974883551710513,0.0,-0.07657087764681209,-0.27482176888415466,0.0,-1.4488810017020182
BXP,0.7996549686785539,0.0,-0.08557644053538596,-0.7262336927636509,0.0,-0.012155164620482939
BSX,1.082990361785262,0.0,-0.07860541314758226,-0.37293060525730737,0.0,0.6314543433803725
BMY,1.385071465270502,0.0,-0.12073492800851278,-0.21565972955894544,0.0,1.0486768077030437
AVGO,1.3081968548190916,0.0,-0.05972077749639741,0.20385291292890184,0.0,1.452328990251596
BR,-0.5923860059217338,0.0,-0.0499489108919092,0.21906070987143214,0.0,-0.42327420694221096
BRO,0.18796859471801872,0.0,-0.06861669473291884,-0.19562987403562773,0.0,-0.07627797405052786
BF.B,-1.8836902846117,0.0,-0.08987211352579606,-1.2151087261845022,0.0,-3.1886711243219983
BLDR,-0.3904397578562675,0.0,-0.05272903731395,1.0156154399710362,0.0,0.5724466448008187
BG,-1.544375728860844,0.0,-0.06873852323519933,0.07347387328745336,0.0,-1.53964037880859
CDNS,1.956299952801319,0.0,-0.05067622705052373,1.356121722733056,0.0,3.2617454484838513
CZR,0.3795531513717517,0.0,-0.06551494106485754,-0.36829408179921885,0.0,-0.05425587149232469
CPT,0.7849937594146102,0.0,-0.07883932435927482,-0.8076510446876849,0.0,-0.10149660963234941
CPB,-0.5323224281524949,0.0,-0.06482660880868775,0.09461642025633696,0.0,-0.5025326167048456
COF,-1.8836902846117,0.0,-0.07858957666057083,-1.0125853815351966,0.0,-2.974865242807468
CAH,-1.7397008716353166,0.0,-0.08987211352579606,-0.6741191690947362,0.0,-2.503692154255849
KMX,-1.3836184069351094,0.0,-0.07988095805377302,-0.8866574044135129,0.0,-2.3501567694023953
CCL,0.2882324343835167,0.0,-0.08219326302705672,-0.6704099503282654,0.0,-0.46437077897180545
CARR,-0.6252770745708108,0.0,-0.07382242663536422,-0.4118774393974383,0.0,-1.1109769406036134
CTLT,-1.0685098946317613,0.0,-0.1243373968209469,-1.3471569142708628,0.0,-2.540004205723571
CAT,-0.49676577108128883,0.0,-0.013377215228898735,0.7058956729707248,0.0,0.19575268666053713
CBOE,0.3550032789198924,0.0,-0.06417848117655554,0.3436904604248511,0.0,0.6345152581681879
CBRE,-1.0425410234979455,0.0,-0.07545127371085437,-0.5283468715724338,0.0,-1.6463391687812337
CDW,-0.9430511752962881,0.0,-0.018219898194548237,0.33664294476855644,0.0,-0.6246281287222799
CE,-0.868498281267907,0.0,-0.0541824537827263,-0.7254918119181691,0.0,-1.6481725469688024
COR,-1.7375941289551606,0.0,0.16980046594497877,-0.6804248409977366,0.0,-2.2482185040079186
CNC,-1.2090166899788521,0.0,-0.07715565445775843,-0.5352089262904048,0.0,-1.8213812707270156
CNP,0.05477094962336067,0.0,-0.07859566857299885,-0.6769010831695892,0.0,-0.7007258021192274
CF,-0.40720762381087006,0.0,-0.06827192128975008,0.2732152111314368,0.0,-0.2022643339691833
CHRW,-1.6021606709451255,0.0,-0.06359979700900824,-0.14462822727321728,0.0,-1.8103886952273511
CRL,-0.31395201415253166,0.0,-0.07385897518604836,-0.2980043305363157,0.0,-0.6858153198748957
SCHW,2.2704625376412775,0.0,-0.07494203057132191,-1.0368807644555804,0.0,1.158639742614375
CHTR,-0.20405735080632026,0.0,-0.04407799536701235,-0.2301256827481816,0.0,-0.47826102892151423
CVX,-0.18466693417291213,0.0,-0.07447177255251923,-0.07489493300966008,0.0,-0.3340336397350915
CMG,-0.12589298388716866,0.0,-0.0358119339238511,1.2837919567868752,0.0,1.1220870389758555
CB,-0.673087148996285,0.0,-0.07033082176000535,-0.6715227159582066,0.0,-1.414940686714497
CHD,0.03649818147914969,0.0,-0.0654040771277823,0.25967665536428736,0.0,0.23077075971565475
CI,-1.384736227403301,0.0,-0.07894653344128165,-0.6444454560551575,0.0,-2.10812821689974
CINF,-0.6280286524900892,0.0,-0.0651579835531757,-0.12682394010196973,0.0,-0.8200105761452346
CTAS,0.1996632523198109,0.0,-0.04330803923259965,1.4317897855690602,0.0,1.5881449986562715
CSCO,0.8967799767243617,0.0,-0.05634856455327342,0.33349020154752557,0.0,1.173921613718614
C,-1.8836902846117,0.0,-0.08510983737165169,-1.1533502337227635,0.0,-3.122150355706115
CFG,-1.8836902846117,0.0,-0.08260260679471917,-1.0953009544636674,0.0,-3.0615938458700866
CLX,-0.06763518555806335,0.0,0.05392571038808536,0.6098269811035062,0.0,0.5961175059335282
CME,2.4157845728497307,0.0,-0.07558650334838571,-0.942666607787222,0.0,1.3975314617141232
CMS,-0.15315165448347395,0.0,-0.07666224829255144,-0.6778283693151133,0.0,-0.9076422720911387
KO,0.6952205524118213,0.0,-0.041975241509076194,0.38115356996620603,0.0,1.0343988808689513
CTSH,-0.4059178673431286,0.0,-0.07038077144594035,0.6487737039670745,0.0,0.17247506517800548
CL,0.6530858707876934,0.0,0.5578534845488891,1.6982971539399871,0.0,2.9092365092765697
CMCSA,1.1259851103598764,0.0,-0.06778216949229747,-0.17448736415893193,0.0,0.8837155767086469
CMA,-1.8836902846117,0.0,-0.07581188607760463,-1.0639580614508173,0.0,-3.0234602321401223
CAG,-0.7082138585817449,0.0,-0.07711179619693746,-0.23995511247932913,0.0,-1.0252807672580115
COP,0.21385151934943375,0.0,-0.06330497325177448,0.735198501225844,0.0,0.8857450473235032
ED,0.37693060069294565,0.0,-0.07950816283679471,-0.6444454560551575,0.0,-0.3470230181990065
STZ,0.2834170225431598,0.0,-0.0669927207975199,0.25281460064631645,0.0,0.46923890239195637
CEG,-1.1213934353785369,0.0,-0.06450132792588387,-0.6474127939761465,0.0,-1.8333075572805673
COO,0.9580046276788581,0.0,-0.08515856877256388,-0.7158479173097204,0.0,0.15699814159657377
CPRT,0.1478975750359753,0.0,-0.06342801882079274,1.3728132071821744,0.0,1.4572827633973569
GLW,-0.4242765389949918,0.0,-0.08288037614540421,-0.6872868957157076,0.0,-1.1944438108561035
CPAY,1.483271299035927,0.0,-0.05046790031162409,0.06457174824792354,0.0,1.4973751469722263
CTVA,-0.05830523912787492,0.0,-0.08646944357893045,-0.7531255288205642,0.0,-0.8979002115273695
CSGP,1.5420882870649935,0.0,-0.08486008918563367,-0.9942247486411661,0.0,0.4630034492381937
COST,-1.3441061470055418,0.0,-0.05186893052441978,0.33367556975537993,0.0,-1.0622995077745816
CTRA,1.177836777140861,0.0,-0.0775698713655121,-0.24700268377390522,0.0,0.8532642220014437
CCI,1.207373997432627,0.0,-0.06426010627308347,-0.49069830109275525,0.0,0.6524155900667883
CSX,0.21256167689219524,0.0,-0.05449067989349594,0.3014053664870839,0.0,0.4594763634857832
CMI,-0.8395198637233655,0.0,-0.06592672018428057,0.00893346675086151,0.0,-0.8965131171567846
CVS,-1.2579447138567634,0.0,-0.07758327250076295,-0.6262702470072629,0.0,-1.9617982333647892
DHR,0.6483134536959114,0.0,-0.08042431317394401,-0.4994149651939616,0.0,0.06847417532800576
DRI,-0.9793816948470886,0.0,-0.030117669727260956,0.19754724102590163,0.0,-0.8119521235484479
DVA,-0.49066043079419636,0.0,-0.0372190494703357,-0.035391697508464603,0.0,-0.5632711777729966
DAY,0.1958797144452449,0.0,-0.08713340879453063,-1.066925436463994,0.0,-0.9581791308132797
DECK,0.45638489605883314,0.0,-0.044341147368508256,2.1378395777667767,0.0,2.5498833264571017
DE,-0.38747303421512214,0.0,-0.038996533410033174,0.4429118769670066,0.0,0.016442309341851313
DAL,-0.9284759555294939,0.0,-0.01977443353850237,-0.2557192922368301,0.0,-1.2039696813048264
DVN,0.43626335372591357,0.0,-0.05466002151166582,0.9163939121523178,0.0,1.2979972443665655
DXCM,0.8171538313484215,0.0,-0.05510103825335115,0.04398558409401061,0.0,0.806038377189081
FANG,1.6628175410625106,0.0,-0.06561484165501258,0.6191000465657771,0.0,2.216302745973275
DLR,0.36901956695521687,0.0,-0.08274880099745577,-1.0346552331956977,0.0,-0.7483844672379366
DFS,2.141736045435139,0.0,-0.07073894724264498,-0.9191130686201324,0.0,1.1518840295723614
DG,-0.5814653397837819,0.0,-0.056938214504311,-0.26536331666793567,0.0,-0.9037668709560286
DLTR,-0.5605698919765192,0.0,-0.10501539635926106,-0.2907713539416976,0.0,-0.9563566422774779
D,0.13955650782300305,0.0,-0.08106147624087097,-0.795967005573302,0.0,-0.7374719739911699
DPZ,-0.6591138557095352,0.0,-0.08987211352579606,4.621903385672271,0.0,3.8729174164369393
DOV,-0.2943894035510822,0.0,-0.05285574139289175,0.21331149496777788,0.0,-0.13393364997619603
DOW,-1.3963447923205474,0.0,-0.08205803338952539,-0.7295719711073808,0.0,-2.2079747968174535
DHI,-0.8104124189383516,0.0,-0.06295897908701284,1.0599406042303625,0.0,0.18656920620499806
DTE,-0.39370727275844103,0.0,-0.07574853452544775,-0.6598386768438236,0.0,-1.1292944841277124
DUK,0.23543488313389,0.0,-0.07915364189515847,-0.7299429115301217,0.0,-0.5736616702913901
DD,-0.36356795400763653,0.0,-0.08776326215132076,-0.7228953958738272,0.0,-1.1742266120327844
EMN,-0.9093863301571137,0.0,-0.06909304417683557,-0.3870255809316149,0.0,-1.365504955265564
ETN,-0.2900899286936207,0.0,-0.06732774917879124,0.07996500612877731,0.0,-0.27745267174363464
EBAY,1.2167040298523126,0.0,-0.03459974032616022,0.022843129855596132,0.0,1.2049474193817487
ECL,-0.09639858636498311,0.0,-0.06531148746604913,0.06587004900056363,0.0,-0.09584002483046862
EIX,0.6617708099997656,0.0,-0.08380261754218202,-0.6830212941342662,0.0,-0.10505310167668258
EW,1.4108683144152707,0.0,-0.06394213510041641,1.0189536626764848,0.0,2.3658798419913394
EA,1.4600110970623121,0.0,-0.06892248427364288,0.17269540110617182,0.0,1.5637840138948411
ELV,-0.6906720011633022,0.0,-0.07043437598694377,-0.14240265892114712,0.0,-0.9035090360713931
LLY,1.5627689331083772,0.0,-0.028047803473515424,1.1224409404453957,0.0,2.6571620700802576
EMR,0.3109336616309128,0.0,-0.07919871844100228,-0.26888694467342605,0.0,-0.03715200148351555
ENPH,0.10958925405599408,0.0,-0.05434814054582776,-0.2831675111087139,0.0,-0.2279263975985476
ETR,0.04961157979440704,0.0,-0.07153448736253659,-0.7175170286624446,0.0,-0.7394399362305741
EOG,0.7932917458895108,0.0,-0.056714052496684944,1.2925084354271432,0.0,2.0290861288199693
EPAM,-0.5678360044856291,0.0,-0.07397349397819203,0.35537461081579713,0.0,-0.28643488764802405
EQT,0.10550466695190859,0.0,-0.08435815551258105,-0.6982290910767964,0.0,-0.6770825796374689
EFX,0.5021313085422227,0.0,-0.0742378618281407,-0.25627567505180066,0.0,0.17161777166228132
EQIX,0.06375672309120932,0.0,-0.08045720686955973,-0.8506779638326524,0.0,-0.8673784476110028
EQR,0.8592026954543943,0.0,-0.0798760854009958,-0.6986000129534435,0.0,0.080726597099955
ESS,1.0533239852687781,0.0,-0.0782131263448671,-0.716404300124691,0.0,0.25870655879922
EL,1.1592200510080533,0.0,-0.07770753757308906,-0.5687773932191532,0.0,0.5127351202158109
ETSY,1.1436561240030367,0.0,-0.08987211352579606,0.4805604474466853,0.0,1.534344457923926
EG,-1.125735904984573,0.0,-0.0588253380046358,-0.5580206217042002,0.0,-1.7425818646934088
EVRG,0.2657461808789931,0.0,-0.08067162503357339,-0.7501581538073877,0.0,-0.5650835979619679
ES,0.010185395351485674,0.0,-0.09308838622965802,-0.6696681251210651,0.0,-0.7525711159992374
EXC,-0.14180104085977588,0.0,-0.07882957807909238,-0.7490453881774464,0.0,-0.9696760071163146
EXPE,1.9164865576527352,0.0,-0.058797317449111285,-0.4970039729957556,0.0,1.3606852672078684
EXPD,-1.282623699538592,0.0,-0.05815406295707029,0.8592718689642923,0.0,-0.48150589353136997
EXR,1.3323600754970195,0.0,-0.07895627972146409,-0.4141029335651332,0.0,0.8393008622104223
XOM,-0.5135336370358912,0.0,-0.07007741847526192,0.2370504208888155,0.0,-0.3465606346223376
FFIV,1.550601247282767,0.0,-0.06840715092728142,0.19439440507440137,0.0,1.676588501429887
FDS,0.39528935833430595,0.0,-0.05490002366115839,0.7722905961600827,0.0,1.1126799308332302
FICO,1.5445819824823213,0.0,-0.08987211352579606,3.7672993818773985,0.0,5.222009250833924
FAST,0.07661228189926486,0.0,-0.04777305871431973,2.667515832157869,0.0,2.6963550553428144
FRT,1.0628688194523424,0.0,-0.08039263727603706,-0.6459291064695583,0.0,0.336547075706747
FDX,-0.6947565022778905,0.0,-0.06891883063685948,-0.27037070636438976,0.0,-1.0340460392791397
FIS,-0.24795516107999566,0.0,-0.08756102683753515,-0.8260116775817155,0.0,-1.1615278654992462
FITB,-1.8836902846117,0.0,-0.0748092375038362,-1.0125853815351966,0.0,-2.971084903650733
FSLR,-0.03259437948025563,0.0,-0.07031985841308513,0.11650081097851468,0.0,0.013586573085173928
FE,1.0659646993182061,0.0,-0.07832155322458274,-0.7000837004600318,0.0,0.2875594456335916
FI,0.7184808833696821,0.0,-0.07656965997093178,-0.5179610590263156,0.0,0.12395016437243467
FMC,-0.20074675516607499,0.0,-0.051848219679032095,-0.7486744477547054,0.0,-1.0012694225998124
F,-1.5137634678757184,0.0,-0.07841901602640712,-1.0081343190154317,0.0,-2.600316802917557
FTNT,1.4324516781997272,0.0,-0.08987211352579606,0.8390566266870263,0.0,2.1816361913609574
FTV,0.6768189720008804,0.0,-0.0791061293884116,-0.4293107305076635,0.0,0.1684021121048052
FOXA,-0.3896657663924273,0.0,-0.07160392960883646,0.0471384200455106,0.0,-0.41413127595575316
FOX,-0.3896657663924273,0.0,-0.07160392960883646,0.0471384200455106,0.0,-0.41413127595575316
BEN,-0.17009158542187197,0.0,-0.08043040459905802,-0.6598386768438236,0.0,-0.9103606668647536
FCX,-0.17000559592472292,0.0,-0.0723568297529299,0.1561894517797523,0.0,-0.08617297389790052
GRMN,0.5990414718294034,0.0,-0.06553930676531365,0.4762950313261822,0.0,1.0097971963902719
IT,1.0278283143377749,0.0,0.0732221390471425,0.516354779465005,0.0,1.6174052328499224
GE,-0.9165664101743257,0.0,-0.07326079723985116,-0.7642531851199766,0.0,-1.7540803925341535
GEHC,-0.13436294935636756,0.0,-0.06259227529514858,-0.17189094811459,0.0,-0.3688461727661061
GEV,-1.211123475653757,0.0,-0.08987211352579606,-1.2151087261845022,0.0,-2.516104315364055
GEN,1.5913172741829267,0.0,-0.05573698547182536,-0.3534572067333356,0.0,1.1821230819777657
GNRC,-0.37792820003155775,0.0,-0.0780401293843148,-0.2980043305363157,0.0,-0.7539726599521883
GD,-1.204588230875667,0.0,-0.06951213422468044,-0.3638429821872662,0.0,-1.6379433472876137
GIS,-0.3926753128031533,0.0,-0.058725438632765796,0.1849358972199009,0.0,-0.26646485421601823
GM,-1.3906695027065978,0.0,-0.07229713500509749,-0.7573911304020057,0.0,-2.220357768113701
GPC,-0.3298170763765642,0.0,-0.05309208868731591,-0.03520623657014113,0.0,-0.4181154016340213
GILD,1.449391824111868,0.0,-0.08695919403626953,0.7314892824593731,0.0,2.0939219125349715
GPN,0.7973764189830934,0.0,-0.08266717590092784,-0.6746755333636131,0.0,0.04003370971855247
GL,-0.5516699790215742,0.0,-0.06241318739679626,-0.6539039268174704,0.0,-1.267987093235841
GS,1.706070000160081,0.0,-0.08019405730463389,-1.1071704600802021,0.0,0.5187054827752451
HAL,-1.064296323281952,0.0,-0.05470875291257802,0.7505917591066977,0.0,-0.3684133170878323
HIG,-0.4089704085024291,0.0,-0.06762135586928723,-0.6711517940815597,0.0,-1.147743558453276
HAS,0.27524802031398304,0.0,-0.18036023359463055,-0.49292383235263765,0.0,-0.39803604563328515
HCA,-0.1787335298853695,0.0,0.9402353863716425,0.8464750642199678,0.0,1.6079769207062409
DOC,0.4802039867691694,0.0,-0.08680934510029303,-0.9894027642447542,0.0,-0.5960081225758778
HSIC,-0.5345580690888775,0.0,-0.07970674329551192,-0.3975969100543381,0.0,-1.0118617224387276
HSY,0.10752550612441245,0.0,-0.0231490793968169,1.5540085439242728,0.0,1.6383849706518683
HES,1.358328731657092,0.0,-0.059787783172651675,0.6476608641527578,0.0,1.9462018126371983
HPE,-0.34675700731496223,0.0,-0.0786602364609225,-0.7317975209133571,0.0,-1.157214764689242
HLT,1.3351975569239491,0.0,-0.08987211352579606,0.4926156866291229,0.0,1.737941130027276
HOLX,0.7175349989010406,0.0,-0.07866876445608213,-0.062098072627054295,0.0,0.5767681618179041
HD,-0.4441402418207093,0.0,1.5706138240066085,1.945701860202651,0.0,3.0721754423885503
HON,-0.2731929925037971,0.0,-0.0494274849021487,0.2136823426600495,0.0,-0.10893813474589628
HRL,-1.1706653742502964,0.0,-0.07736398119665808,-0.3048664408925682,0.0,-1.5528957963395227
HST,-0.6148292646776825,0.0,-0.07708742988733885,-0.4882873459867369,0.0,-1.1802040405517582
HWM,-0.6642302307899144,0.0,-0.06316852411093529,0.20848943638699036,0.0,-0.5189093185138594
HPQ,-0.9438250807706312,0.0,-0.08987211352579606,0.1871614284797833,0.0,-0.8465357658166439
HUBB,-0.39800674761590243,0.0,-0.05701618474577051,0.7173942511467841,0.0,0.26237131878511116
HUM,-1.1916898492980312,0.0,-0.0751357378899479,-0.30431005807759753,0.0,-1.5711356452655767
HBAN,-1.8836902846117,0.0,-0.07845678286211408,-1.0417027488519925,0.0,-3.0038498163258067
HII,-1.2635340741662116,0.0,-0.06753120277759966,-0.3810908494513554,0.0,-1.7121561263951666
IBM,0.5083225523369671,0.0,-0.045721460644491146,-0.36532674387822983,0.0,0.09727434781424615
IEX,0.014914817694693204,0.0,-0.06933791946641935,0.24224332716187466,0.0,0.18782022539014853
IDXX,0.7019279051684555,0.0,-0.002260364395803947,2.9824286908921778,0.0,3.682096231664829
ITW,-0.025629230211168065,0.0,0.031996592160447236,1.8891364594749096,0.0,1.8955038214241888
ILMN,0.9420965707062511,0.0,-0.11516492888424874,-1.3083955781612426,0.0,-0.48146393633924034
INCY,0.24093821095144066,0.0,-0.07144555255587183,0.06271713886468809,0.0,0.23220979726025692
IR,-0.04110733969802918,0.0,-0.07943993887551765,-0.22771474618825707,0.0,-0.3482620247618039
PODD,1.0491962744318724,0.0,-0.0457933431156917,0.03526891999280401,0.0,1.0386718513089848
INTC,-0.09966618725665397,0.0,-0.08524994014927424,-1.171339944740147,0.0,-1.356256072146075
ICE,2.4157845728497307,0.0,-0.07733474174696825,-0.8812790372021303,0.0,1.457170793900632
IFF,-0.4667123558381363,0.0,-0.10875918623434054,-0.9938538267645192,0.0,-1.5693253688369961
IP,-0.6984540506553072,0.0,-0.0871492467434841,-0.7247500052570626,0.0,-1.510353302655854
IPG,-0.9334203516155746,0.0,-0.05451382730892924,-0.20879767484097442,0.0,-1.1967318537654783
INTU,1.517366048666099,0.0,-0.06926360286174323,0.19940185040913708,0.0,1.6475042962134927
ISRG,0.9725798474456523,0.0,-0.07060371760511365,0.2687643155265162,0.0,1.170740445367055
IVZ,-0.8034472266745156,0.0,-0.09076633479344912,-0.8872137872284837,0.0,-1.7814273486964485
INVH,0.6648664318971376,0.0,-0.08339083683898844,-0.7900322370008549,0.0,-0.20855664194270573
IQV,-0.377756135047762,0.0,-0.06293826824162516,-0.28279658923206685,0.0,-0.723490992521454
IRM,0.5570785972205798,0.0,-0.03215829714045918,-0.4454457950496238,0.0,0.07947450503049691
JBHT,-1.0811073129693747,0.0,-0.06973995352394496,0.08571429521680689,0.0,-1.0651329712765127
JBL,-1.4994032390496967,0.0,-0.020914744664992695,-0.21046686037807405,0.0,-1.7307848440927636
JKHY,-0.09893519054138816,0.0,-0.0620781590155249,0.8882037011583891,0.0,0.727190351601476
J,-0.9807576127909734,0.0,-0.07817170416677773,-0.34455508169380566,0.0,-1.4034843986515568
JNJ,1.097479592054907,0.0,-0.060346974779834105,0.27024792884872917,0.0,1.307380546123802
JCI,-0.4716997466727916,0.0,-0.07641737495222369,-0.6661443487468239,0.0,-1.2142614703718393
JPM,-1.8836902846117,0.0,-0.07069508898182401,-0.9767914204387534,0.0,-2.9311767940322775
JNPR,0.6208398093567329,0.0,-0.0837514492057387,-0.6340596064168517,0.0,-0.09697124626585751
K,-0.4477516717167313,0.0,-0.06395797280571287,-0.22011079207871034,0.0,-0.7318204366011545
KVUE,0.5483936580085077,0.0,-0.07811566378669972,-0.11866360317745259,0.0,0.35161439104435543
KDP,0.4997667263548646,0.0,-0.0792547595520513,-0.4554606671730011,0.0,-0.034948700370187824
KEY,-1.8836902846117,0.0,-0.08251245370303162,-1.1310949211239387,0.0,-3.09729765943867
