Ticker,currentRatio,quickRatio,interestCoverageRatio,debtToEquity,operatingCashFlow,Score
ROP,-0.9695385781761536,-0.7704884218351011,0.0,-0.2858010148648443,0.0,-1.4542259851464103
ROST,-0.10703623516058786,-0.18046717354824443,0.0,0.13931725310810028,0.0,-0.42682066181693257
SIRI,-1.0647718047738004,-0.884453406223027,0.0,-0.533043503917699,0.0,-1.4161817070791285
SBUX,-0.7203111979312485,-0.6384910032085794,0.0,-0.533043503917699,0.0,-0.825758697222129
SNPS,-0.42988362745615594,-0.27928491317574977,0.0,-0.47611641657470055,0.0,-0.23305212405720516
TTWO,-0.6662781615637895,-0.5829511057537041,0.0,-0.1777421202416931,0.0,-1.0714871470758005
TMUS,-0.6669535745183828,-0.5021658003647946,0.0,0.5338236779172223,0.0,-1.7029430528003997
TSLA,-0.14148229584484298,-0.2872191842407319,0.0,-0.4463935249249427,0.0,0.01769204483936787
TXN,2.0164620940805547,1.607629005550922,0.0,-0.05695298406456206,0.0,3.6810440836960385
TTD,-0.08880008538657032,0.23139362446128517,0.0,-0.47053197757608806,0.0,0.613125516650803
VRSK,-0.5615891536018374,-0.36800448962964144,0.0,5.605913192035559,0.0,-6.535506835267038
VRTX,1.064129828104088,1.2289478865404087,0.0,-0.5108823985446338,0.0,2.8039601131891305
WBA,-0.8513413111223368,-0.8455033482676599,0.0,0.7512521008060561,0.0,-2.448096760196053
WBD,-0.746652303160385,-0.7589476639223998,0.0,0.002715037113469707,0.0,-1.5083150041962543
WDAY,0.027370942803466695,0.3042446587852126,0.0,-0.3006510638754403,0.0,0.6322666654641196
XEL,-0.7182849590674688,-0.6940309006634547,0.0,0.38306092017610993,0.0,-1.7953767799070335
ZS,0.039528375986145003,0.29847427982886193,0.0,0.2030197465422724,0.0,0.13498290927273454
