Ticker,revenueGrowth,pegRatio,priceToSalesTrailing12Months,ebitdaMargins,returnOnCapitalEmployed,priceEarningsToSalesGrowth,Score
ROST,0.17550557988008794,-0.06264404801054921,-0.8780078164458475,-0.664103382061857,0.0,0.0,0.6275596421547155
SIRI,-0.2719070822901841,-0.09448696344348263,-1.0243852244813305,0.1628098637081231,0.0,0.0,0.737867887052568
SBUX,-0.3510412946468309,0.08134130872967148,-0.8390844903482844,-0.3424527813447113,0.0,0.0,-0.2867921890197603
SNPS,0.3459484988020963,0.03980707120845398,1.0853297014415693,-0.006982437620311634,0.0,0.0,-0.4402222126661422
TTWO,-0.393652024377333,-0.2093983539188511,-0.4593581365167868,-0.965551995602756,0.0,0.0,-1.0840995539217841
TMUS,-0.3023433178119714,-0.1747864893178365,-0.8335433992336923,0.5949651868517267,0.0,0.0,0.9986084397793127
TSLA,-0.5610513197471627,0.35131385261758524,-0.2530051188438501,-0.6872065811218618,0.0,0.0,-1.9076179543899223
TXN,-0.7954103332649244,0.2488627333985821,0.5035776191905122,1.0788125866919658,0.0,0.0,-1.2644484324269771
TTD,0.5650893945589642,0.0785723595615903,2.4794272411253315,-0.5451064072235076,0.0,0.0,-1.9729272187925009
VRSK,-0.052766186533316176,0.13810476667533542,0.9256278213441624,1.0921577657554327,0.0,0.0,-0.07710719533069765
VRTX,0.1085458617321561,-0.0031116408968041177,0.6207338670391443,1.0038065870323103,0.0,0.0,0.6032760843542823
WBA,-0.10450778692035445,-0.37691977858776177,-1.2186776700941324,-1.2346667536871994,0.0,0.0,0.15191512115398598
WBD,-0.5062660958079457,-0.24539469310390627,-1.1564028559617898,-0.3960436412855903,0.0,0.0,-0.006778283835785548
WDAY,0.21507268605841134,-0.014187437569128797,0.3155285590554019,-1.0321186216271843,0.0,0.0,-0.9033143709966347
XEL,-0.6188801672385583,0.0481139187126975,-0.8678030555566547,0.6632726455002287,0.0,0.0,0.2452014478670692
ZS,0.7811866667636534,-0.0391079800818593,1.0917153332353164,-1.797001554700694,0.0,0.0,-1.2872355743268442
